700,19,37.962498
1930,83,-64.195858
3160,181,21.120803
4390,348,-7.577237
5620,550,-46.479468
6850,822,136.521831
8080,1130,143.102252
9310,1127,369.474336
10540,1818,337.680306
11770,2243,375.178264
13000,2720,522.199693
700,11,37.962498
1930,69,-64.195858
3160,167,21.120803
4390,312,-7.577237
5620,419,-46.479468
6850,757,136.521831
8080,1056,143.102252
9310,1117,369.474336
10540,1786,337.680306
11770,2000,375.178264
13000,2616,522.199693
700,12,37.962498
1930,59,-64.195858
3160,168,21.120803
4390,323,-7.577237
5620,413,-46.479468
6850,763,136.521831
8080,1043,143.102252
9310,1404,369.474336
10540,1504,337.680306
11770,1869,375.178264
13000,2206,522.199693
700,12,37.962498
1930,77,-64.195858
3160,184,21.120803
4390,273,-7.577237
5620,552,-46.479468
6850,825,136.521831
8080,1023,143.102252
9310,1102,369.474336
10540,1766,337.680306
11770,1802,375.178264
13000,2511,522.199693
700,9,37.962498
1930,55,-64.195858
3160,141,21.120803
4390,306,-7.577237
5620,415,-46.479468
6850,599,136.521831
8080,830,143.102252
9310,1098,369.474336
10540,1786,337.680306
11770,2182,375.178264
13000,2662,522.199693
700,12,37.962498
1930,54,-64.195858
3160,198,21.120803
4390,314,-7.577237
5620,513,-46.479468
6850,601,136.521831
8080,1065,143.102252
9310,1383,369.474336
10540,1544,337.680306
11770,2230,375.178264
13000,2466,522.199693
700,13,37.962498
1930,73,-64.195858
3160,183,21.120803
4390,347,-7.577237
5620,424,-46.479468
6850,651,136.521831
8080,1047,143.102252
9310,1416,369.474336
10540,1628,337.680306
11770,2220,375.178264
13000,2258,522.199693
700,12,37.962498
1930,76,-64.195858
3160,183,21.120803
4390,314,-7.577237
5620,528,-46.479468
6850,774,136.521831
8080,1046,143.102252
9310,1134,369.474336
10540,1725,337.680306
11770,2212,375.178264
13000,2367,522.199693
700,11,37.962498
1930,57,-64.195858
3160,171,21.120803
4390,319,-7.577237
5620,540,-46.479468
6850,753,136.521831
8080,823,143.102252
9310,1393,369.474336
10540,1738,337.680306
11770,1885,375.178264
13000,2853,522.199693
700,16,37.962498
1930,79,-64.195858
3160,146,21.120803
4390,335,-7.577237
5620,511,-46.479468
6850,604,136.521831
8080,1042,143.102252
9310,1388,369.474336
10540,1446,337.680306
11770,2189,375.178264
13000,2255,522.199693
